Steiner tree multicast
+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	499250	499250	0
+3000099999.0ns	497000	497000	0
+4000099999.0ns	499250	499250	0
+5000099999.0ns	498250	498250	0
+6000099999.0ns	503750	503750	0
+7000099999.0ns	481750	481750	0
+8000099999.0ns	511750	511750	0
+9000099999.0ns	489250	489250	0
+10000099999.0ns	504250	504250	0
+11000099999.0ns	500750	500750	0
+12000099999.0ns	459000	459000	0
+13000099999.0ns	491250	491250	0
+14000099999.0ns	491750	491750	0
+15000099999.0ns	489500	489500	0
+16000099999.0ns	484000	484000	0
+17000099999.0ns	474000	474000	0
+18000099999.0ns	459750	459750	0
+19000099999.0ns	458500	458500	0
+20000099999.0ns	424250	424250	0
+21000099999.0ns	401250	401250	0
+22000099999.0ns	423250	423250	0
+23000099999.0ns	423250	423250	0
+24000099999.0ns	435000	435000	0
+25000099999.0ns	445000	445000	0
+26000099999.0ns	433750	433750	0
+27000099999.0ns	436000	436000	0
+28000099999.0ns	462750	462750	0
+29000099999.0ns	432250	432250	0
+30000099999.0ns	420750	420750	0
+31000099999.0ns	463000	463000	0
+32000100000.0ns	466750	466750	0
+33000100000.0ns	472250	472250	0
+34000100000.0ns	453000	453000	0
+35000100000.0ns	452250	452250	0
+36000100000.0ns	444750	444750	0
+37000100000.0ns	448750	448750	0
+38000100000.0ns	429000	429000	0
+39000100000.0ns	427000	427000	0
+40000100000.0ns	439000	439000	0
+41000100000.0ns	437500	437500	0
+42000100000.0ns	424000	424000	0
+43000100000.0ns	421750	421750	0
+44000100000.0ns	419500	419500	0
+45000100000.0ns	436000	436000	0
+46000100000.0ns	385000	385000	0
+47000100000.0ns	396000	396000	0
+48000100000.0ns	408500	408500	0
+49000100000.0ns	403000	403000	0
+50000100000.0ns	404000	404000	0
+51000100000.0ns	406500	406500	0
+52000100000.0ns	392750	392750	0
+53000100000.0ns	378750	378750	0
+54000100000.0ns	364500	364500	0
+55000100000.0ns	358000	358000	0
+56000100000.0ns	337750	337750	0
+57000100000.0ns	331750	331750	0
+58000100000.0ns	346250	346250	0
+59000100000.0ns	342750	342750	0
+60000100000.0ns	333250	333250	0
+61000100000.0ns	336250	336250	0
+62000100000.0ns	334250	334250	0
+63000100000.0ns	331250	331250	0
