number of sources = 6
number of destinations = 4
	255.56	255.56	0	159.358	159.358	0	182.067	182.067	0	328.573	328.573	0
	339.189	339.189	0	139.444	139.444	0	178.627	178.627	0	373.672	373.672	0
	256.466	256.466	0	170.772	170.772	0	209.682	209.682	0	426.225	426.225	0
	352.759	352.759	0	207.939	207.939	0	210.322	210.322	0	349.389	349.389	0
	265.984	265.984	0	202.602	202.602	0	246.626	246.626	0	390.924	390.924	0
	326.012	326.012	0	172.73	172.73	0	181.542	181.542	0	295.813	295.813	0
	334.872	334.872	0	172.448	172.448	0	192.59	192.59	0	358.919	358.919	0
	337.142	337.142	0	184.746	184.746	0	201.862	201.862	0	378.711	378.711	0
	266.095	266.095	0	178.634	178.634	0	201.116	201.116	0	333.323	333.323	0
	339.255	339.255	0	179.877	179.877	0	197.838	197.838	0	317.167	317.167	0
