number of sources = 12
number of destinations = 4
	387.164	387.164	0	307.353	307.353	0	389.974	389.974	0	509.512	509.512	0
	414.306	414.306	0	267.603	267.603	0	296.838	296.838	0	463.159	463.159	0
	405.772	405.772	0	310.06	310.06	0	318.675	318.675	0	512.262	512.262	0
	418.912	418.912	0	232.94	232.94	0	253.149	253.149	0	448.382	448.382	0
	439.063	439.063	0	331.74	331.74	0	361.447	361.447	0	525.695	525.695	0
	331.915	331.915	0	255.633	255.633	0	294.632	294.632	0	466.073	466.073	0
	401.951	401.951	0	289.631	289.631	0	285.002	285.002	0	482.614	482.614	0
	403.726	403.726	0	254.984	254.984	0	285.342	285.342	0	511.032	511.032	0
	367.157	367.157	0	265.209	265.209	0	318.444	318.444	0	443.178	443.178	0
	460.244	460.244	0	318.108	318.108	0	281.325	281.325	0	498.328	498.328	0
