number of sources = 6
number of destinations = 8
	204.757	204.757	0	103.847	103.847	0	107.581	107.581	0	255.771	255.771	0
	239.12	239.12	0	102.358	102.358	0	98.0019	98.0019	0	251.093	251.093	0
	258.371	258.371	0	88.824	88.824	0	98.959	98.959	0	251.762	251.762	0
	249.304	249.304	0	108.097	108.097	0	107.407	107.407	0	259.983	259.983	0
	194.606	194.606	0	105.192	105.192	0	112.386	112.386	0	252.384	252.384	0
	202.729	202.729	0	96.9303	96.9303	0	105.172	105.172	0	259.618	259.618	0
	234.874	234.874	0	97.4677	97.4677	0	98.5367	98.5367	0	247.544	247.544	0
	198.762	198.762	0	106.119	106.119	0	110.623	110.623	0	253.595	253.595	0
	240.782	240.782	0	94.6424	94.6424	0	106.567	106.567	0	255.547	255.547	0
	208.721	208.721	0	106.848	106.848	0	110.014	110.014	0	252.108	252.108	0
