number of sources = 6
number of destinations = 12
	168.765	168.765	0	89.0328	89.0328	0	98.2135	98.2135	0	262.406	262.406	0
	159.167	159.167	0	78.5527	78.5527	0	93.0904	93.0904	0	253.306	253.306	0
	149.595	149.595	0	84.3993	84.3993	0	95.3512	95.3512	0	261.954	261.954	0
	155.719	155.719	0	91.7463	91.7463	0	94.3242	94.3242	0	253.941	253.941	0
	180.686	180.686	0	81.1874	81.1874	0	87.1028	87.1028	0	256.252	256.252	0
	150.795	150.795	0	80.8823	80.8823	0	89.8677	89.8677	0	257.371	257.371	0
	166.155	166.155	0	81.9689	81.9689	0	83.4971	83.4971	0	257.897	257.897	0
	165.515	165.515	0	77.4913	77.4913	0	90.2711	90.2711	0	254.056	254.056	0
	155.624	155.624	0	81.9266	81.9266	0	90.7724	90.7724	0	252.456	252.456	0
	177.211	177.211	0	83.4876	83.4876	0	94.7769	94.7769	0	260.066	260.066	0
