Steiner tree multicast
+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	325429	325429	0
+3000099999.0ns	337714	337714	0
+4000099999.0ns	340429	340429	0
+5000099999.0ns	339857	339857	0
+6000099999.0ns	341571	341571	0
+7000099999.0ns	342857	342857	0
+8000099999.0ns	339571	339571	0
+9000099999.0ns	341571	341571	0
+10000099999.0ns	343571	343571	0
+11000099999.0ns	343571	343571	0
+12000099999.0ns	340571	340571	0
+13000099999.0ns	314714	314714	0
+14000099999.0ns	305000	305000	0
+15000099999.0ns	283143	283143	0
+16000099999.0ns	288286	288286	0
+17000099999.0ns	286429	286429	0
+18000099999.0ns	284143	284143	0
+19000099999.0ns	283714	283714	0
+20000099999.0ns	272571	272571	0
+21000099999.0ns	255286	255286	0
+22000099999.0ns	257286	257286	0
+23000099999.0ns	263857	263857	0
+24000099999.0ns	262857	262857	0
+25000099999.0ns	270143	270143	0
+26000099999.0ns	278286	278286	0
+27000099999.0ns	263857	263857	0
+28000099999.0ns	256714	256714	0
+29000099999.0ns	252429	252429	0
+30000099999.0ns	247000	247000	0
+31000099999.0ns	241143	241143	0
+32000100000.0ns	241714	241714	0
+33000100000.0ns	237714	237714	0
+34000100000.0ns	220714	220714	0
+35000100000.0ns	221286	221286	0
+36000100000.0ns	233571	233571	0
+37000100000.0ns	245000	245000	0
+38000100000.0ns	228857	228857	0
+39000100000.0ns	230857	230857	0
+40000100000.0ns	232571	232571	0
+41000100000.0ns	235857	235857	0
+42000100000.0ns	232286	232286	0
+43000100000.0ns	228429	228429	0
+44000100000.0ns	229429	229429	0
+45000100000.0ns	229714	229714	0
+46000100000.0ns	229429	229429	0
+47000100000.0ns	227286	227286	0
+48000100000.0ns	229857	229857	0
+49000100000.0ns	251429	251429	0
+50000100000.0ns	252857	252857	0
+51000100000.0ns	248857	248857	0
+52000100000.0ns	249286	249286	0
+53000100000.0ns	238143	238143	0
+54000100000.0ns	244714	244714	0
+55000100000.0ns	232000	232000	0
+56000100000.0ns	235000	235000	0
+57000100000.0ns	234714	234714	0
+58000100000.0ns	238000	238000	0
+59000100000.0ns	239857	239857	0
+60000100000.0ns	239000	239000	0
+61000100000.0ns	240286	240286	0
+62000100000.0ns	242714	242714	0
+63000100000.0ns	241000	241000	0
