Steiner tree multicast
+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	329500	329500	0
+3000099999.0ns	329300	329300	0
+4000099999.0ns	321900	321900	0
+5000099999.0ns	332200	332200	0
+6000099999.0ns	328200	328200	0
+7000099999.0ns	305000	305000	0
+8000099999.0ns	304600	304600	0
+9000099999.0ns	289100	289100	0
+10000099999.0ns	286000	286000	0
+11000099999.0ns	256800	256800	0
+12000099999.0ns	272000	272000	0
+13000099999.0ns	283700	283700	0
+14000099999.0ns	274000	274000	0
+15000099999.0ns	266100	266100	0
+16000099999.0ns	246900	246900	0
+17000099999.0ns	224300	224300	0
+18000099999.0ns	248700	248700	0
+19000099999.0ns	227500	227500	0
+20000099999.0ns	213200	213200	0
+21000099999.0ns	197700	197700	0
+22000099999.0ns	201300	201300	0
+23000099999.0ns	230100	230100	0
+24000099999.0ns	230600	230600	0
+25000099999.0ns	229800	229800	0
+26000099999.0ns	230100	230100	0
+27000099999.0ns	226300	226300	0
+28000099999.0ns	230700	230700	0
+29000099999.0ns	226800	226800	0
+30000099999.0ns	209700	209700	0
+31000099999.0ns	187400	187400	0
+32000100000.0ns	177600	177600	0
+33000100000.0ns	175500	175500	0
+34000100000.0ns	178100	178100	0
+35000100000.0ns	190200	190200	0
+36000100000.0ns	215000	215000	0
+37000100000.0ns	222200	222200	0
+38000100000.0ns	218300	218300	0
+39000100000.0ns	220700	220700	0
+40000100000.0ns	213800	213800	0
+41000100000.0ns	213200	213200	0
+42000100000.0ns	218900	218900	0
+43000100000.0ns	215300	215300	0
+44000100000.0ns	216100	216100	0
+45000100000.0ns	208900	208900	0
+46000100000.0ns	211400	211400	0
+47000100000.0ns	195600	195600	0
+48000100000.0ns	190900	190900	0
+49000100000.0ns	198200	198200	0
+50000100000.0ns	202800	202800	0
+51000100000.0ns	204500	204500	0
+52000100000.0ns	208500	208500	0
+53000100000.0ns	207900	207900	0
+54000100000.0ns	211700	211700	0
+55000100000.0ns	207800	207800	0
+56000100000.0ns	192200	192200	0
+57000100000.0ns	196200	196200	0
+58000100000.0ns	184200	184200	0
+59000100000.0ns	185900	185900	0
+60000100000.0ns	165200	165200	0
+61000100000.0ns	159000	159000	0
+62000100000.0ns	188600	188600	0
+63000100000.0ns	179900	179900	0
