Steiner tree multicast
+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	348667	348667	0
+3000099999.0ns	346444	346444	0
+4000099999.0ns	341889	341889	0
+5000099999.0ns	345556	345556	0
+6000099999.0ns	346222	346222	0
+7000099999.0ns	331000	331000	0
+8000099999.0ns	330444	330444	0
+9000099999.0ns	293889	293889	0
+10000099999.0ns	297111	297111	0
+11000099999.0ns	280778	280778	0
+12000099999.0ns	280333	280333	0
+13000099999.0ns	279000	279000	0
+14000099999.0ns	271333	271333	0
+15000099999.0ns	275000	275000	0
+16000099999.0ns	263000	263000	0
+17000099999.0ns	241889	241889	0
+18000099999.0ns	262111	262111	0
+19000099999.0ns	228333	228333	0
+20000099999.0ns	215667	215667	0
+21000099999.0ns	203111	203111	0
+22000099999.0ns	209000	209000	0
+23000099999.0ns	235000	235000	0
+24000099999.0ns	235000	235000	0
+25000099999.0ns	233667	233667	0
+26000099999.0ns	234778	234778	0
+27000099999.0ns	235889	235889	0
+28000099999.0ns	240111	240111	0
+29000099999.0ns	234778	234778	0
+30000099999.0ns	225444	225444	0
+31000099999.0ns	223778	223778	0
+32000100000.0ns	205778	205778	0
+33000100000.0ns	199556	199556	0
+34000100000.0ns	200111	200111	0
+35000100000.0ns	203000	203000	0
+36000100000.0ns	214222	214222	0
+37000100000.0ns	206889	206889	0
+38000100000.0ns	204556	204556	0
+39000100000.0ns	199889	199889	0
+40000100000.0ns	206333	206333	0
+41000100000.0ns	197778	197778	0
+42000100000.0ns	192444	192444	0
+43000100000.0ns	188444	188444	0
+44000100000.0ns	190667	190667	0
+45000100000.0ns	183667	183667	0
+46000100000.0ns	183111	183111	0
+47000100000.0ns	186111	186111	0
+48000100000.0ns	181333	181333	0
+49000100000.0ns	162333	162333	0
+50000100000.0ns	167000	167000	0
+51000100000.0ns	165333	165333	0
+52000100000.0ns	181333	181333	0
+53000100000.0ns	183889	183889	0
+54000100000.0ns	169556	169556	0
+55000100000.0ns	188222	188222	0
+56000100000.0ns	183889	183889	0
+57000100000.0ns	185667	185667	0
+58000100000.0ns	188111	188111	0
+59000100000.0ns	183556	183556	0
+60000100000.0ns	179111	179111	0
+61000100000.0ns	176222	176222	0
+62000100000.0ns	174889	174889	0
+63000100000.0ns	156556	156556	0
