+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	305333	305333	0
+3000099999.0ns	302000	302000	0
+4000099999.0ns	297667	297667	0
+5000099999.0ns	294000	294000	0
+6000099999.0ns	300000	300000	0
+7000099999.0ns	291000	291000	0
+8000099999.0ns	291000	291000	0
+9000099999.0ns	299333	299333	0
+10000099999.0ns	292333	292333	0
+11000099999.0ns	290667	290667	0
+12000099999.0ns	291333	291333	0
+13000099999.0ns	292333	292333	0
+14000099999.0ns	293333	293333	0
+15000099999.0ns	297000	297000	0
+16000099999.0ns	289000	289000	0
+17000099999.0ns	274667	274667	0
+18000099999.0ns	276333	276333	0
+19000099999.0ns	275000	275000	0
+20000099999.0ns	274000	274000	0
+21000099999.0ns	268667	268667	0
+22000099999.0ns	271000	271000	0
+23000099999.0ns	268333	268333	0
+24000099999.0ns	284333	284333	0
+25000099999.0ns	273667	273667	0
+26000099999.0ns	276333	276333	0
+27000099999.0ns	274667	274667	0
+28000099999.0ns	278000	278000	0
+29000099999.0ns	275000	275000	0
+30000099999.0ns	276667	276667	0
+31000099999.0ns	273333	273333	0
+32000100000.0ns	275667	275667	0
+33000100000.0ns	270333	270333	0
+34000100000.0ns	293333	293333	0
+35000100000.0ns	299333	299333	0
+36000100000.0ns	292000	292000	0
+37000100000.0ns	293667	293667	0
+38000100000.0ns	292000	292000	0
+39000100000.0ns	297667	297667	0
+40000100000.0ns	297333	297333	0
+41000100000.0ns	295000	295000	0
+42000100000.0ns	295333	295333	0
+43000100000.0ns	298667	298667	0
+44000100000.0ns	297667	297667	0
+45000100000.0ns	289667	289667	0
+46000100000.0ns	267667	267667	0
+47000100000.0ns	291667	291667	0
+48000100000.0ns	275667	275667	0
+49000100000.0ns	274000	274000	0
+50000100000.0ns	272667	272667	0
+51000100000.0ns	273000	273000	0
+52000100000.0ns	271000	271000	0
+53000100000.0ns	269667	269667	0
+54000100000.0ns	271000	271000	0
+55000100000.0ns	262667	262667	0
+56000100000.0ns	262000	262000	0
+57000100000.0ns	266333	266333	0
+58000100000.0ns	261000	261000	0
+59000100000.0ns	261000	261000	0
+60000100000.0ns	290333	290333	0
+61000100000.0ns	270000	270000	0
+62000100000.0ns	272667	272667	0
+63000100000.0ns	270667	270667	0
