number of sources = 9
number of destinations = 4
	355.292	355.292	0	280.183	280.183	0	299.623	299.623	0	488.723	488.723	0
	318.999	318.999	0	250.17	250.17	0	275.55	275.55	0	463.53	463.53	0
	350.835	350.835	0	185.904	185.904	0	200.728	200.728	0	444.086	444.086	0
	310.585	310.585	0	221.234	221.234	0	240.333	240.333	0	441.206	441.206	0
	282.445	282.445	0	241.131	241.131	0	325.542	325.542	0	457.102	457.102	0
	352.394	352.394	0	281.081	281.081	0	296.037	296.037	0	448.249	448.249	0
	310.338	310.338	0	225.173	225.173	0	264.302	264.302	0	423.573	423.573	0
	394.037	394.037	0	231.075	231.075	0	257.366	257.366	0	418.729	418.729	0
	315.667	315.667	0	263.54	263.54	0	273.838	273.838	0	400.974	400.974	0
	284.715	284.715	0	202.659	202.659	0	246.399	246.399	0	414.978	414.978	0
