Steiner tree multicast
+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	305875	305875	0
+3000099999.0ns	310125	310125	0
+4000099999.0ns	310875	310875	0
+5000099999.0ns	310875	310875	0
+6000099999.0ns	311000	311000	0
+7000099999.0ns	309625	309625	0
+8000099999.0ns	304500	304500	0
+9000099999.0ns	311625	311625	0
+10000099999.0ns	311125	311125	0
+11000099999.0ns	311125	311125	0
+12000099999.0ns	299500	299500	0
+13000099999.0ns	300625	300625	0
+14000099999.0ns	304625	304625	0
+15000099999.0ns	293875	293875	0
+16000099999.0ns	258375	258375	0
+17000099999.0ns	263375	263375	0
+18000099999.0ns	262125	262125	0
+19000099999.0ns	254500	254500	0
+20000099999.0ns	257000	257000	0
+21000099999.0ns	260875	260875	0
+22000099999.0ns	255625	255625	0
+23000099999.0ns	258875	258875	0
+24000099999.0ns	258500	258500	0
+25000099999.0ns	263500	263500	0
+26000099999.0ns	257250	257250	0
+27000099999.0ns	274875	274875	0
+28000099999.0ns	276875	276875	0
+29000099999.0ns	255250	255250	0
+30000099999.0ns	256375	256375	0
+31000099999.0ns	247375	247375	0
+32000100000.0ns	243250	243250	0
+33000100000.0ns	249375	249375	0
+34000100000.0ns	246750	246750	0
+35000100000.0ns	247500	247500	0
+36000100000.0ns	247625	247625	0
+37000100000.0ns	243250	243250	0
+38000100000.0ns	248000	248000	0
+39000100000.0ns	256000	256000	0
+40000100000.0ns	240000	240000	0
+41000100000.0ns	237375	237375	0
+42000100000.0ns	229625	229625	0
+43000100000.0ns	228625	228625	0
+44000100000.0ns	234750	234750	0
+45000100000.0ns	236125	236125	0
+46000100000.0ns	226250	226250	0
+47000100000.0ns	222875	222875	0
+48000100000.0ns	222250	222250	0
+49000100000.0ns	225875	225875	0
+50000100000.0ns	224125	224125	0
+51000100000.0ns	231375	231375	0
+52000100000.0ns	241250	241250	0
+53000100000.0ns	222375	222375	0
+54000100000.0ns	221625	221625	0
+55000100000.0ns	218250	218250	0
+56000100000.0ns	218125	218125	0
+57000100000.0ns	220125	220125	0
+58000100000.0ns	234625	234625	0
+59000100000.0ns	207875	207875	0
+60000100000.0ns	208625	208625	0
+61000100000.0ns	218250	218250	0
+62000100000.0ns	213125	213125	0
+63000100000.0ns	207500	207500	0
