+99999.0ns	0	0	0
+1000099999.0ns	0	0	0
+2000099999.0ns	237750	237750	0
+3000099999.0ns	237250	237250	0
+4000099999.0ns	238000	238000	0
+5000099999.0ns	237000	237000	0
+6000099999.0ns	238000	238000	0
+7000099999.0ns	237750	237750	0
+8000099999.0ns	238000	238000	0
+9000099999.0ns	237250	237250	0
+10000099999.0ns	238000	238000	0
+11000099999.0ns	237000	237000	0
+12000099999.0ns	237750	237750	0
+13000099999.0ns	238000	238000	0
+14000099999.0ns	237250	237250	0
+15000099999.0ns	238000	238000	0
+16000099999.0ns	237000	237000	0
+17000099999.0ns	238000	238000	0
+18000099999.0ns	237750	237750	0
+19000099999.0ns	238000	238000	0
+20000099999.0ns	237250	237250	0
+21000099999.0ns	238000	238000	0
+22000099999.0ns	237000	237000	0
+23000099999.0ns	238000	238000	0
+24000099999.0ns	237750	237750	0
+25000099999.0ns	238000	238000	0
+26000099999.0ns	237250	237250	0
+27000099999.0ns	238000	238000	0
+28000099999.0ns	237000	237000	0
+29000099999.0ns	237750	237750	0
+30000099999.0ns	238000	238000	0
+31000099999.0ns	237250	237250	0
+32000100000.0ns	238000	238000	0
+33000100000.0ns	237000	237000	0
+34000100000.0ns	238000	238000	0
+35000100000.0ns	237750	237750	0
+36000100000.0ns	238000	238000	0
+37000100000.0ns	237250	237250	0
+38000100000.0ns	238000	238000	0
+39000100000.0ns	237000	237000	0
+40000100000.0ns	237750	237750	0
+41000100000.0ns	238000	238000	0
+42000100000.0ns	237250	237250	0
+43000100000.0ns	238000	238000	0
+44000100000.0ns	237000	237000	0
+45000100000.0ns	238000	238000	0
+46000100000.0ns	237750	237750	0
+47000100000.0ns	238000	238000	0
+48000100000.0ns	237250	237250	0
+49000100000.0ns	238000	238000	0
+50000100000.0ns	237000	237000	0
+51000100000.0ns	238000	238000	0
+52000100000.0ns	237750	237750	0
+53000100000.0ns	238000	238000	0
+54000100000.0ns	237250	237250	0
+55000100000.0ns	238000	238000	0
+56000100000.0ns	237000	237000	0
+57000100000.0ns	237750	237750	0
+58000100000.0ns	238000	238000	0
+59000100000.0ns	237250	237250	0
+60000100000.0ns	238000	238000	0
+61000100000.0ns	237000	237000	0
+62000100000.0ns	238000	238000	0
+63000100000.0ns	237750	237750	0
