+99999.0ns	0	0	0
+1000099999.0ns	84571.4	84571.4	0
+2000099999.0ns	409143	409143	0
+3000099999.0ns	407000	407000	0
+4000099999.0ns	406000	406000	0
+5000099999.0ns	405429	405429	0
+6000099999.0ns	405429	405429	0
+7000099999.0ns	405429	405429	0
+8000099999.0ns	405429	405429	0
+9000099999.0ns	405286	405286	0
+10000099999.0ns	404571	404571	0
+11000099999.0ns	406000	406000	0
+12000099999.0ns	404429	404429	0
+13000099999.0ns	384286	384286	0
+14000099999.0ns	374857	374857	0
+15000099999.0ns	366429	366429	0
+16000099999.0ns	366000	366000	0
+17000099999.0ns	360714	360714	0
+18000099999.0ns	348714	348714	0
+19000099999.0ns	326286	326286	0
+20000099999.0ns	308857	308857	0
+21000099999.0ns	305714	305714	0
+22000099999.0ns	309571	309571	0
+23000099999.0ns	309571	309571	0
+24000099999.0ns	303714	303714	0
+25000099999.0ns	300857	300857	0
+26000099999.0ns	306286	306286	0
+27000099999.0ns	312000	312000	0
+28000099999.0ns	313571	313571	0
+29000099999.0ns	302429	302429	0
+30000099999.0ns	290143	290143	0
+31000099999.0ns	287571	287571	0
+32000100000.0ns	292143	292143	0
+33000100000.0ns	299000	299000	0
+34000100000.0ns	300286	300286	0
+35000100000.0ns	305286	305286	0
+36000100000.0ns	303429	303429	0
+37000100000.0ns	307429	307429	0
+38000100000.0ns	314714	314714	0
+39000100000.0ns	319429	319429	0
+40000100000.0ns	317000	317000	0
+41000100000.0ns	312857	312857	0
+42000100000.0ns	316857	316857	0
+43000100000.0ns	317857	317857	0
+44000100000.0ns	324429	324429	0
+45000100000.0ns	334000	334000	0
+46000100000.0ns	341571	341571	0
+47000100000.0ns	337857	337857	0
+48000100000.0ns	330714	330714	0
+49000100000.0ns	334286	334286	0
+50000100000.0ns	337571	337571	0
+51000100000.0ns	338286	338286	0
+52000100000.0ns	337286	337286	0
+53000100000.0ns	338143	338143	0
+54000100000.0ns	328857	328857	0
+55000100000.0ns	325143	325143	0
+56000100000.0ns	324000	324000	0
+57000100000.0ns	328429	328429	0
+58000100000.0ns	330429	330429	0
+59000100000.0ns	332429	332429	0
+60000100000.0ns	332143	332143	0
+61000100000.0ns	332571	332571	0
+62000100000.0ns	331143	331143	0
+63000100000.0ns	320714	320714	0
+64000100000.0ns	305714	305714	0
+65000100000.0ns	306714	306714	0
+66000100000.0ns	310000	310000	0
+67000100000.0ns	310429	310429	0
+68000100000.0ns	309571	309571	0
+69000100000.0ns	304571	304571	0
+70000100000.0ns	289571	289571	0
+71000100000.0ns	290000	290000	0
+72000100000.0ns	289286	289286	0
+73000100000.0ns	283286	283286	0
+74000100000.0ns	287000	287000	0
+75000100000.0ns	288429	288429	0
+76000100000.0ns	293714	293714	0
+77000100000.0ns	294714	294714	0
+78000100000.0ns	294571	294571	0
+79000100000.0ns	294143	294143	0
+80000100000.0ns	291714	291714	0
+81000100000.0ns	287714	287714	0
+82000100000.0ns	281714	281714	0
+83000100000.0ns	284000	284000	0
+84000100000.0ns	287857	287857	0
+85000100000.0ns	289857	289857	0
+86000100000.0ns	288286	288286	0
+87000100000.0ns	288143	288143	0
+88000100000.0ns	287000	287000	0
+89000100000.0ns	276000	276000	0
+90000100000.0ns	266857	266857	0
+91000100000.0ns	267571	267571	0
+92000100000.0ns	271000	271000	0
+93000100000.0ns	274286	274286	0
+94000100000.0ns	275286	275286	0
+95000100000.0ns	272286	272286	0
+96000100000.0ns	268143	268143	0
+97000100000.0ns	266714	266714	0
+98000100000.0ns	264429	264429	0
+99000100000.0ns	263714	263714	0
+100000100000.0ns	265286	265286	0
+101000100000.0ns	266857	266857	0
+102000100000.0ns	269714	269714	0
